Station_ID;Cluster
1;0
2;2
3;3
5;3
6;2
8;0
10;0
11;2
12;0
13;1
14;0
16;3
17;1
18;1
19;3
20;3
24;1
25;2
26;3
27;3
28;0
29;1
30;1
31;0
47;1
48;3
50;0
54;1
55;1
86;1
