FECHA;Cluster_0;Cluster_1;Cluster_2
2015-01-02;68.70877018572219;58.328823305440835;63.43275187663341
2015-01-03;67.45774386395097;55.739408832969985;62.405930854324055
2015-01-04;66.83594609228352;56.35692950135733;62.65531169891994
2015-01-05;69.1690820996955;58.00176717428294;64.09389888044223
2015-01-06;66.68251723685327;58.03909312678229;62.31900347888698
2015-01-07;69.15518781853335;56.96581977692986;64.04448753517782
2015-01-08;69.32249528174322;57.26340719849597;64.46031655505004
2015-01-09;69.24790823145882;57.639743206833074;64.11414727107702
2015-01-10;67.76040204257538;55.414931582277575;62.37734889336312
2015-01-11;66.80255106254576;55.63556672080274;61.79978387635087
2015-01-12;69.38654102957744;57.4372503484399;64.10025024865863
2015-01-13;69.23580194910019;56.913323960272855;63.90432563232534
2015-01-14;69.49071646739432;56.56373438925925;63.94837787436743
2015-01-15;69.35643511455626;57.44754839853577;64.22865889603762
2015-01-16;69.81848596539703;56.84906984372287;64.19934515379369
2015-01-17;67.90267941894739;54.98261803034305;62.24987430576049
2015-01-18;67.33339992154393;54.53393338753757;61.598821094075895
2015-01-19;69.70004015808247;57.289065088704724;64.14242478856633
2015-01-20;69.52009266867;56.3519367862832;63.68675256367317
2015-01-21;69.80200351084206;56.628924045239586;64.1959438074396
2015-01-22;69.74600572046896;57.289832194949724;64.06393031072561
2015-01-23;69.56003708668017;56.515915799128024;63.97657272116468
2015-01-24;67.6639735702608;54.98701273624845;62.551416135044946
2015-01-25;66.58348852477103;55.20239582070123;61.484368731448136
2015-01-26;69.11228818320201;56.898664831521586;63.595522820624176
2015-01-27;69.26919669978093;57.65629628126482;63.7435980979282
2015-01-28;69.15569691110268;57.2832135379847;63.95304006752138
2015-01-29;69.49869175482638;56.94089380727016;64.11249847464214
2015-01-30;69.71138280673836;57.693047850962174;64.16271777097353
2015-01-31;68.31829954108885;55.93748902661837;63.357163755326184
2015-02-01;67.06450033244529;54.534872133126655;62.09365820892039
2015-02-02;70.36306419635969;57.27453876887385;64.7604321130491
2015-02-03;70.23186188978178;57.21510620266855;64.69080017688488
2015-02-04;69.71949123345266;56.49729438862963;64.08940418338197
2015-02-05;69.70631584218667;57.17991574175424;64.0943975034331
2015-02-06;69.69076576309365;56.474104226504345;64.10895280509106
2015-02-07;68.08594087077714;54.97442229467801;62.73990116009862
2015-02-08;67.028053846603;54.4525957660463;62.131398216106476
2015-02-09;69.35263992446727;56.48164168300957;63.65742049147576
2015-02-10;69.37368232776178;56.17923029928658;64.48526820590664
2015-02-11;69.5325115650538;57.35678442407061;64.04339349007091
2015-02-12;69.86587030262741;57.30269845869187;63.96893208669667
2015-02-13;69.29699863639736;57.287784231451056;63.67581836035118
2015-02-14;67.67519981173558;55.03346987288922;62.00980265755874
2015-02-15;66.96013600385062;55.259848367417035;61.36098844266674
2015-02-16;69.20562473472893;56.43088214350145;63.66678659938096
2015-02-17;69.98926020281017;58.83209636379953;64.48986273803003
2015-02-18;69.39717150796574;56.567434051857894;64.19884792384882
2015-02-19;69.53471783337426;56.555955240135376;63.8001693486366
2015-02-20;69.44167051193531;57.074730504070715;64.4048199667054
2015-02-21;68.11193995688014;55.79689444685751;62.513514197091965
2015-02-22;66.86722785066982;56.12841512014402;61.98656111371585
2015-02-23;69.2171804600719;57.02453043690747;63.87406113154347
2015-02-24;69.24927368025833;57.15274239926582;63.82690561120933
2015-02-25;69.09427808933184;57.475630550104114;63.789237384899316
2015-02-26;69.34335084897099;56.85941220872151;63.772197928568346
2015-02-27;69.10497129489387;56.80554038802398;63.497053479793294
2015-02-28;67.52672904641558;55.92666328844096;62.390836314019865
2015-03-01;66.89515119778862;56.407892642813515;61.102147777070854
2015-03-02;68.9526404575908;56.75206050465026;63.419090810041794
2015-03-03;69.3515033811248;57.24028366809637;63.38217782480126
2015-03-04;68.90255944517021;56.81384537222967;63.477698009779566
2015-03-05;69.07039847765472;56.275298574211604;63.248842998685134
2015-03-06;68.77295720450336;56.81269704958484;63.22709777393813
2015-03-07;67.00546428226603;56.40502072717049;61.95845111922531
2015-03-08;66.20548592714806;55.70676073312552;61.09813545941782
2015-03-09;68.50695350279545;57.356702200226046;62.9825250084734
2015-03-10;68.62349157540147;56.86892292786817;62.9183718692248
2015-03-11;68.65524714668308;56.64635497227547;63.08034537990829
2015-03-12;68.91324636040011;57.94117535703996;63.09704565769511
2015-03-13;69.05551772512182;58.35465036214956;63.743419025979826
2015-03-14;67.07250923895621;55.72359756225271;61.8174477601287
2015-03-15;66.89448200768831;54.85010113082044;60.759513035400914
2015-03-16;68.92218258504595;57.57668741557515;63.190377805748916
2015-03-17;69.12340867031138;56.77322412561438;63.60810105422867
2015-03-18;70.95226892186652;58.13746168564065;65.02372410724477
2015-03-19;68.29611312218866;55.620852414349436;62.10054259029816
2015-03-20;69.447405781067;57.39632099649281;64.06272792396948
2015-03-21;69.6494217613275;56.59318347613822;63.14659090854921
2015-03-22;69.309615634128;54.83862454652758;61.520277622453065
2015-03-23;71.62767939270303;58.80771402305369;65.39309820837062
2015-03-24;69.83524170799402;58.10173052037278;64.07154727970703
2015-03-25;69.45007670836344;58.713562543470445;63.89882454505006
2015-03-26;69.28028907969113;57.96281870457183;63.919095472597945
2015-03-27;69.04363209390746;57.631886233499046;63.35188593017969
2015-03-28;67.18998861595865;55.69315664711902;62.20957872034421
2015-03-29;65.9520523202724;54.99307833203635;60.33693928478698
2015-03-30;68.0458998419792;58.162768353192796;62.200339418400105
2015-03-31;67.4674158285775;56.83735411287011;62.558977466885295
2015-04-01;67.64714694979416;56.84579991299266;62.443651694932456
2015-04-02;64.77154253940361;53.940431464115015;59.41307278261326
2015-04-03;64.83441922897997;54.39509706778451;58.91503816210742
2015-04-04;65.27442761994676;54.14306807578703;59.99274513663302
2015-04-05;65.0578880875054;54.38366208695261;59.78045605210874
2015-04-06;67.90877512790001;56.5364724050323;62.53326018936992
2015-04-07;68.58423413574631;57.12548095261849;62.90421896460341
2015-04-08;68.31856230764366;57.30728456844169;63.020227319575106
2015-04-09;70.34336841517478;57.574184358395755;65.16096749430287
2015-04-10;69.31567128439704;57.411193985862354;64.13919425425503
2015-04-11;67.62487678110277;55.91694902320959;66.02045101762427
2015-04-12;66.35081953336825;55.3039056323998;61.25700719214201
2015-04-13;68.91980763739939;57.35970835360794;63.25231841495142
2015-04-14;68.66187039863503;56.79944410265421;63.073789215278175
2015-04-15;68.58129749150726;56.26422208791031;63.00501704531286
2015-04-16;69.3500272122023;57.13700378325765;63.83774211575492
2015-04-17;68.63127567450294;57.40032815033964;63.58751467097778
2015-04-18;66.99448354291026;56.100589163803576;61.48615692503648
2015-04-19;66.24520233686759;54.989261822283225;61.08433891545407
2015-04-20;68.50639847977894;56.98344505671557;63.17985501908836
2015-04-21;68.5239667098328;57.57430336958811;63.105282939541844
2015-04-22;68.68776352202916;56.64430824449796;62.865692408989716
2015-04-23;69.55903850129638;56.9723639571683;62.995977925427
2015-04-24;68.45883294312941;57.00392071447571;63.54026320796721
2015-04-25;67.11033177188287;55.56002498056885;61.57728490391084
2015-04-26;68.25015241496479;56.89775730533887;62.785651210801284
2015-04-27;69.31527801594358;57.54966809085759;63.6364118639252
2015-04-28;69.19444784832473;57.224519445022494;63.19911994547361
2015-04-29;68.62280566394335;57.17116029634657;62.93466864894073
2015-04-30;68.70152296041019;59.24948464666515;63.519015343269665
2015-05-01;65.886049502688;55.3237842130367;60.46314982176055
2015-05-02;66.2024303566559;55.12389935243054;60.498328205837694
2015-05-03;65.8394234749177;54.715487329262665;61.823552109028945
2015-05-04;68.23307980338208;56.59621350188892;62.99272565896068
2015-05-05;68.60644644870179;56.93963348628593;62.84777527593892
2015-05-06;68.55364664544584;59.47056151112019;62.72940135001659
2015-05-07;68.31539588796213;57.57566438679676;63.08359279232597
2015-05-08;67.9045009435215;56.89167837632513;63.06992541782087
2015-05-09;66.68534961085072;55.82583421695108;61.3688761775897
2015-05-10;66.33376777211905;55.23000505012385;60.698062745117056
2015-05-11;68.4039869721887;57.50787864537578;62.73872585244974
2015-05-12;68.20029094664353;58.41613336006412;62.57754047181396
2015-05-13;68.4226676062599;57.37035436446975;62.645967145894026
2015-05-14;68.42347422625083;57.99266396625141;62.79113054372435
2015-05-15;66.29106477954052;55.892014916851224;60.568313704220046
2015-05-16;66.25736870409928;55.45503157453493;60.6603976984712
2015-05-17;65.4396548733706;55.14073781968054;60.17805424694461
2015-05-18;68.57988502555702;56.31753588775547;62.78458202530649
2015-05-19;68.69375066070587;58.13302126537924;63.34492600769079
2015-05-20;68.62303515996675;56.61739219258655;62.90534371432783
2015-05-21;68.5325670698363;56.67791111897115;63.00461721644278
2015-05-22;67.67478699987005;57.60276883783821;63.137601557919545
2015-05-23;66.55090243152418;56.43519160033947;61.33649953410922
2015-05-24;66.53910080505332;59.462052701534624;60.366011503331485
2015-05-25;68.29995725051035;57.20984022528821;63.006460548393186
2015-05-26;68.48132836495148;56.63301718755085;62.87700302804274
2015-05-27;68.56864093898984;57.218833623500025;62.719287585081396
2015-05-28;68.53854623179888;57.232997004779484;62.608421706332884
2015-05-29;67.88468394361637;57.61326339145785;62.783420641880376
2015-05-30;66.56427782910637;55.32315195064443;61.11225987371594
2015-05-31;65.73399115041785;55.1452410753177;59.8074119027294
2015-06-01;68.24782077801554;57.794381762028245;62.649583075393394
2015-06-02;68.4692771335452;57.34332485709976;62.8059543873233
2015-06-03;68.51566937358747;58.321587550166115;63.12041856512514
2015-06-04;66.08791096877576;55.48588062009229;60.08984322264488
