Station_ID;Cluster
1;3
2;3
3;0
5;1
6;3
8;3
10;0
11;3
12;0
13;1
14;0
16;1
17;1
18;1
19;1
20;1
24;2
25;3
26;0
27;1
28;0
29;1
30;1
31;1
47;1
48;0
50;0
54;1
55;1
86;1
