Station_ID;Cluster
1;1
2;1
3;1
5;1
6;1
8;1
10;1
11;1
12;1
13;2
14;1
16;1
17;2
18;2
19;1
20;1
24;0
25;1
26;1
27;1
28;1
29;2
30;2
31;1
47;2
48;1
50;1
54;2
55;2
86;2
