Station_ID;Cluster
1;3
2;0
3;3
5;2
6;0
8;3
10;3
11;0
12;3
13;2
14;3
16;2
17;1
18;2
19;2
20;2
24;1
25;0
26;2
27;2
28;3
29;1
30;2
31;3
47;1
48;2
50;3
54;2
55;1
86;1
