Station_ID;Cluster
1;3
2;3
3;0
4;0
5;2
6;3
8;3
10;0
11;3
12;0
13;2
14;0
16;2
17;1
18;1
19;2
20;2
24;1
25;3
26;0
27;2
28;0
29;1
30;2
31;2
47;1
48;0
50;3
54;2
55;1
86;1
