window_num,train_end_obs,horizon,fecha,actual,forecast_val,error,abs_error,sq_error,pct_error
1,3500,1,2024-08-02,54.3308,54.171306,0.159493,0.159493,0.025438,0.29356
1,3500,2,2024-08-03,54.457681,54.449501,0.00818,0.00818,6.7e-05,0.015022
1,3500,3,2024-08-04,53.581998,54.331887,-0.749889,0.749889,0.562334,1.399517
1,3500,4,2024-08-05,53.312451,54.242167,-0.929716,0.929716,0.864372,1.743901
1,3500,5,2024-08-06,53.204968,54.236726,-1.031758,1.031758,1.064524,1.939213
1,3500,6,2024-08-07,53.471342,54.144124,-0.672783,0.672783,0.452637,1.258212
1,3500,7,2024-08-08,53.359957,54.140008,-0.780051,0.780051,0.608479,1.461866
1,3500,8,2024-08-09,53.705177,54.202297,-0.49712,0.49712,0.247128,0.925646
1,3500,9,2024-08-10,55.130938,54.395161,0.735777,0.735777,0.541368,1.334599
1,3500,10,2024-08-11,54.695478,54.325445,0.370033,0.370033,0.136925,0.676534
1,3500,11,2024-08-12,53.345498,54.194991,-0.849493,0.849493,0.721638,1.592436
1,3500,12,2024-08-13,53.361595,54.155725,-0.79413,0.79413,0.630642,1.488205
1,3500,13,2024-08-14,53.720035,54.063218,-0.343183,0.343183,0.117775,0.638837
1,3500,14,2024-08-15,53.816871,54.083525,-0.266654,0.266654,0.071104,0.495484
2,3514,1,2024-08-16,53.649947,54.13606,-0.486113,0.486113,0.236306,0.906083
2,3514,2,2024-08-17,53.143708,54.35332,-1.209612,1.209612,1.463162,2.276116
2,3514,3,2024-08-18,53.00632,54.258781,-1.252461,1.252461,1.568658,2.362852
2,3514,4,2024-08-19,53.043671,53.828955,-0.785283,0.785283,0.61667,1.480447
2,3514,5,2024-08-20,52.640223,53.525745,-0.885522,0.885522,0.784149,1.682215
2,3514,6,2024-08-21,53.533981,53.554071,-0.02009,0.02009,0.000404,0.037528
2,3514,7,2024-08-22,52.756293,53.691497,-0.935204,0.935204,0.874607,1.772688
2,3514,8,2024-08-23,53.334509,53.882365,-0.547856,0.547856,0.300146,1.027207
2,3514,9,2024-08-24,53.200117,54.195782,-0.995665,0.995665,0.991349,1.871547
2,3514,10,2024-08-25,53.679947,54.091091,-0.411145,0.411145,0.16904,0.765918
2,3514,11,2024-08-26,53.080643,53.735683,-0.65504,0.65504,0.429077,1.234047
2,3514,12,2024-08-27,53.112595,53.53201,-0.419415,0.419415,0.175909,0.789671
2,3514,13,2024-08-28,53.081953,53.488698,-0.406745,0.406745,0.165441,0.766258
2,3514,14,2024-08-29,55.272302,53.634259,1.638043,1.638043,2.683184,2.963587
3,3528,1,2024-08-30,54.538584,54.218988,0.319596,0.319596,0.102141,0.586
3,3528,2,2024-08-31,55.600065,54.095625,1.50444,1.50444,2.26334,2.705825
3,3528,3,2024-09-01,55.382614,54.026174,1.35644,1.35644,1.839929,2.449216
3,3528,4,2024-09-02,53.579139,53.922563,-0.343424,0.343424,0.11794,0.640965
3,3528,5,2024-09-03,53.371344,53.788143,-0.4168,0.4168,0.173722,0.780943
3,3528,6,2024-09-04,53.66904,53.964753,-0.295713,0.295713,0.087446,0.550993
3,3528,7,2024-09-05,54.196875,54.071673,0.125202,0.125202,0.015676,0.231013
3,3528,8,2024-09-06,54.824752,54.268053,0.556699,0.556699,0.309914,1.015415
3,3528,9,2024-09-07,54.979435,54.145892,0.833542,0.833542,0.694793,1.516098
3,3528,10,2024-09-08,56.045499,53.985355,2.060145,2.060145,4.244196,3.675843
3,3528,11,2024-09-09,53.571696,53.845672,-0.273976,0.273976,0.075063,0.511419
3,3528,12,2024-09-10,53.471563,53.920637,-0.449074,0.449074,0.201668,0.839838
3,3528,13,2024-09-11,53.873018,53.877042,-0.004024,0.004024,1.6e-05,0.007469
3,3528,14,2024-09-12,53.862196,54.062612,-0.200416,0.200416,0.040167,0.372091
4,3542,1,2024-09-13,54.68172,55.099877,-0.418157,0.418157,0.174855,0.764711
4,3542,2,2024-09-14,55.158921,55.8362,-0.677279,0.677279,0.458707,1.227869
4,3542,3,2024-09-15,55.236451,55.414376,-0.177925,0.177925,0.031657,0.322115
4,3542,4,2024-09-16,56.330005,54.162398,2.167608,2.167608,4.698523,3.848052
4,3542,5,2024-09-17,53.807356,53.06336,0.743997,0.743997,0.553531,1.382704
4,3542,6,2024-09-18,53.715424,53.895639,-0.180214,0.180214,0.032477,0.335498
4,3542,7,2024-09-19,53.697034,54.028558,-0.331524,0.331524,0.109908,0.617397
4,3542,8,2024-09-20,55.115976,54.95639,0.159585,0.159585,0.025467,0.289545
4,3542,9,2024-09-21,56.228718,55.504006,0.724712,0.724712,0.525207,1.288864
4,3542,10,2024-09-22,55.679268,55.161744,0.517525,0.517525,0.267832,0.929475
4,3542,11,2024-09-23,53.311592,54.128186,-0.816594,0.816594,0.666826,1.531739
4,3542,12,2024-09-24,53.834264,53.381879,0.452385,0.452385,0.204652,0.840329
4,3542,13,2024-09-25,53.611485,53.981233,-0.369748,0.369748,0.136714,0.689681
4,3542,14,2024-09-26,54.467951,54.263333,0.204618,0.204618,0.041868,0.375666
5,3556,1,2024-09-27,54.183458,55.770688,-1.58723,1.58723,2.519298,2.929362
5,3556,2,2024-09-28,56.04859,56.075692,-0.027102,0.027102,0.000735,0.048354
5,3556,3,2024-09-29,55.876559,55.17848,0.698079,0.698079,0.487315,1.249324
5,3556,4,2024-09-30,54.130838,54.307723,-0.176886,0.176886,0.031288,0.326774
5,3556,5,2024-10-01,54.102167,53.679205,0.422962,0.422962,0.178897,0.781783
5,3556,6,2024-10-02,53.389898,53.789271,-0.399373,0.399373,0.159499,0.748032
5,3556,7,2024-10-03,54.39978,54.747433,-0.347653,0.347653,0.120862,0.63907
5,3556,8,2024-10-04,54.014788,55.698622,-1.683835,1.683835,2.835299,3.117358
5,3556,9,2024-10-05,55.476271,56.083006,-0.606735,0.606735,0.368127,1.093684
5,3556,10,2024-10-06,55.688529,55.361715,0.326814,0.326814,0.106808,0.586861
5,3556,11,2024-10-07,53.199706,54.244287,-1.044581,1.044581,1.091149,1.963509
5,3556,12,2024-10-08,54.375969,54.363791,0.012178,0.012178,0.000148,0.022396
5,3556,13,2024-10-09,53.910903,54.480259,-0.569356,0.569356,0.324167,1.056106
5,3556,14,2024-10-10,54.834597,54.737978,0.096619,0.096619,0.009335,0.176201
6,3570,1,2024-10-11,56.623637,55.482728,1.14091,1.14091,1.301675,2.0149
6,3570,2,2024-10-12,60.584861,56.311916,4.272946,4.272946,18.258064,7.052827
6,3570,3,2024-10-13,59.598984,55.999102,3.599882,3.599882,12.959149,6.040173
6,3570,4,2024-10-14,54.789524,55.253755,-0.464232,0.464232,0.215511,0.8473
6,3570,5,2024-10-15,53.964398,54.762265,-0.797867,0.797867,0.636592,1.478506
6,3570,6,2024-10-16,56.612928,54.514193,2.098735,2.098735,4.404689,3.707166
6,3570,7,2024-10-17,56.178791,55.434929,0.743862,0.743862,0.553331,1.324098
6,3570,8,2024-10-18,55.294749,55.901416,-0.606667,0.606667,0.368045,1.097151
6,3570,9,2024-10-19,55.350425,56.692433,-1.342007,1.342007,1.800984,2.424566
6,3570,10,2024-10-20,54.831761,56.07754,-1.24578,1.24578,1.551967,2.272004
6,3570,11,2024-10-21,54.080977,55.400724,-1.319747,1.319747,1.741732,2.440317
6,3570,12,2024-10-22,54.134033,54.801318,-0.667284,0.667284,0.445269,1.232652
6,3570,13,2024-10-23,53.898932,54.59792,-0.698988,0.698988,0.488584,1.29685
