window_num,train_end_obs,horizon,fecha,actual,forecast_val,error,abs_error,sq_error,pct_error
1,3500,1,2024-08-02,48.314785,49.901001,-1.586216,1.586216,2.516081,3.283086
1,3500,2,2024-08-03,50.380404,50.07192,0.308484,0.308484,0.095162,0.612309
1,3500,3,2024-08-04,50.021258,50.122395,-0.101138,0.101138,0.010229,0.202189
1,3500,4,2024-08-05,48.603038,49.794188,-1.191149,1.191149,1.418837,2.450771
1,3500,5,2024-08-06,48.950773,49.845357,-0.894583,0.894583,0.800279,1.827516
1,3500,6,2024-08-07,48.552265,49.526648,-0.974383,0.974383,0.949422,2.006874
1,3500,7,2024-08-08,48.573016,49.656757,-1.083741,1.083741,1.174494,2.231158
1,3500,8,2024-08-09,50.340562,49.971446,0.369116,0.369116,0.136247,0.733238
1,3500,9,2024-08-10,50.65347,49.994045,0.659425,0.659425,0.434841,1.301835
1,3500,10,2024-08-11,49.246513,49.948603,-0.70209,0.70209,0.492931,1.425665
1,3500,11,2024-08-12,48.106872,49.911984,-1.805112,1.805112,3.25843,3.752296
1,3500,12,2024-08-13,47.945168,49.696478,-1.751309,1.751309,3.067084,3.652733
1,3500,13,2024-08-14,47.842455,49.54566,-1.703205,1.703205,2.900908,3.560029
1,3500,14,2024-08-15,48.86443,49.627055,-0.762625,0.762625,0.581597,1.560696
2,3514,1,2024-08-16,48.845846,49.552889,-0.707043,0.707043,0.49991,1.447499
2,3514,2,2024-08-17,50.627362,50.048377,0.578985,0.578985,0.335224,1.143621
2,3514,3,2024-08-18,48.594265,50.093459,-1.499194,1.499194,2.247581,3.085124
2,3514,4,2024-08-19,48.901958,49.315412,-0.413454,0.413454,0.170944,0.845475
2,3514,5,2024-08-20,48.528315,48.868774,-0.340458,0.340458,0.115912,0.701567
2,3514,6,2024-08-21,50.543018,48.998994,1.544024,1.544024,2.384009,3.054871
2,3514,7,2024-08-22,47.678143,49.520113,-1.84197,1.84197,3.392853,3.863342
2,3514,8,2024-08-23,48.407165,49.822209,-1.415044,1.415044,2.002349,2.923212
