window_num,train_end_obs,horizon,fecha,actual,forecast_val,error,abs_error,sq_error,pct_error
1,3500,1,2024-08-02,60.412857,56.199399,4.213458,4.213458,17.75323,6.974439
1,3500,2,2024-08-03,53.991851,54.643422,-0.651571,0.651571,0.424545,1.206795
1,3500,3,2024-08-04,52.986161,54.307685,-1.321524,1.321524,1.746427,2.494094
1,3500,4,2024-08-05,56.756994,56.040675,0.716319,0.716319,0.513113,1.262081
1,3500,5,2024-08-06,56.319926,56.437086,-0.11716,0.11716,0.013726,0.208025
1,3500,6,2024-08-07,54.973049,56.551208,-1.578159,1.578159,2.490585,2.870786
1,3500,7,2024-08-08,54.800645,56.421788,-1.621143,1.621143,2.628104,2.958255
1,3500,8,2024-08-09,54.78463,56.292465,-1.507835,1.507835,2.273568,2.752297
1,3500,9,2024-08-10,53.82045,54.546553,-0.726103,0.726103,0.527226,1.349121
1,3500,10,2024-08-11,54.304226,54.289154,0.015072,0.015072,0.000227,0.027755
1,3500,11,2024-08-12,54.650594,56.026687,-1.376094,1.376094,1.893634,2.517985
1,3500,12,2024-08-13,55.140418,56.4241,-1.283682,1.283682,1.64784,2.328024
1,3500,13,2024-08-14,55.281986,56.650812,-1.368826,1.368826,1.873684,2.476079
1,3500,14,2024-08-15,52.985252,56.599714,-3.614462,3.614462,13.064333,6.821637
2,3514,1,2024-08-16,54.125487,55.930374,-1.804887,1.804887,3.257616,3.334634
2,3514,2,2024-08-17,53.069935,54.4921,-1.422165,1.422165,2.022555,2.679795
2,3514,3,2024-08-18,54.313483,54.059338,0.254145,0.254145,0.06459,0.467922
2,3514,4,2024-08-19,55.300598,55.982078,-0.68148,0.68148,0.464414,1.232319
2,3514,5,2024-08-20,54.5694,56.216096,-1.646696,1.646696,2.711607,3.017617
2,3514,6,2024-08-21,55.650327,56.313462,-0.663135,0.663135,0.439748,1.191611
2,3514,7,2024-08-22,56.406725,56.398843,0.007881,0.007881,6.2e-05,0.013972
2,3514,8,2024-08-23,56.115256,56.112969,0.002287,0.002287,5e-06,0.004075
2,3514,9,2024-08-24,53.840955,54.664167,-0.823213,0.823213,0.677679,1.528971
2,3514,10,2024-08-25,53.70811,54.376196,-0.668086,0.668086,0.446339,1.243921
2,3514,11,2024-08-26,55.021105,56.141068,-1.119964,1.119964,1.254319,2.035517
2,3514,12,2024-08-27,57.817476,56.497166,1.32031,1.32031,1.743219,2.283583
2,3514,13,2024-08-28,56.250257,56.480209,-0.229952,0.229952,0.052878,0.408801
2,3514,14,2024-08-29,58.516124,56.525377,1.990747,1.990747,3.963072,3.402048
3,3528,1,2024-08-30,55.913643,56.221943,-0.3083,0.3083,0.095049,0.551386
3,3528,2,2024-08-31,54.239622,54.527928,-0.288306,0.288306,0.08312,0.531541
3,3528,3,2024-09-01,53.307764,54.245384,-0.937619,0.937619,0.87913,1.75888
3,3528,4,2024-09-02,55.376334,56.128024,-0.75169,0.75169,0.565038,1.357421
3,3528,5,2024-09-03,55.45024,56.411813,-0.961573,0.961573,0.924623,1.734119
3,3528,6,2024-09-04,55.291558,56.676795,-1.385237,1.385237,1.918881,2.505332
3,3528,7,2024-09-05,54.883141,56.577497,-1.694356,1.694356,2.870843,3.087207
3,3528,8,2024-09-06,55.106328,56.363879,-1.25755,1.25755,1.581433,2.282043
3,3528,9,2024-09-07,55.765695,54.721005,1.04469,1.04469,1.091377,1.873356
3,3528,10,2024-09-08,53.901946,54.544361,-0.642415,0.642415,0.412697,1.191821
3,3528,11,2024-09-09,56.770912,56.186202,0.58471,0.58471,0.341885,1.029946
3,3528,12,2024-09-10,57.96283,56.669349,1.293481,1.293481,1.673092,2.231569
3,3528,13,2024-09-11,58.361006,56.796108,1.564898,1.564898,2.448907,2.681411
3,3528,14,2024-09-12,59.102701,56.798412,2.304289,2.304289,5.309749,3.898788
4,3542,1,2024-09-13,56.794952,56.695168,0.099784,0.099784,0.009957,0.175691
4,3542,2,2024-09-14,54.425229,55.346065,-0.920836,0.920836,0.847939,1.691928
4,3542,3,2024-09-15,54.634794,55.016634,-0.38184,0.38184,0.145802,0.698896
4,3542,4,2024-09-16,56.627459,56.806023,-0.178564,0.178564,0.031885,0.315331
4,3542,5,2024-09-17,56.551317,57.255438,-0.704121,0.704121,0.495786,1.245101
4,3542,6,2024-09-18,55.973207,57.227309,-1.254102,1.254102,1.572772,2.24054
4,3542,7,2024-09-19,58.230802,57.117246,1.113556,1.113556,1.240007,1.912314
4,3542,8,2024-09-20,56.197351,56.858504,-0.661153,0.661153,0.437124,1.176485
4,3542,9,2024-09-21,54.394116,55.334686,-0.94057,0.94057,0.884672,1.729176
4,3542,10,2024-09-22,55.034775,55.069601,-0.034826,0.034826,0.001213,0.06328
4,3542,11,2024-09-23,56.493821,56.772874,-0.279052,0.279052,0.07787,0.493952
4,3542,12,2024-09-24,57.815306,57.257451,0.557855,0.557855,0.311202,0.964892
4,3542,13,2024-09-25,55.984406,57.384935,-1.400529,1.400529,1.961482,2.501641
4,3542,14,2024-09-26,58.72549,57.235206,1.490284,1.490284,2.220946,2.537712
5,3556,1,2024-09-27,56.223143,56.906905,-0.683761,0.683761,0.46753,1.216157
5,3556,2,2024-09-28,54.496738,55.433158,-0.93642,0.93642,0.876883,1.718305
5,3556,3,2024-09-29,54.219647,55.061605,-0.841958,0.841958,0.708894,1.552866
5,3556,4,2024-09-30,56.153001,56.917291,-0.76429,0.76429,0.58414,1.361085
5,3556,5,2024-10-01,58.624032,57.379138,1.244893,1.244893,1.54976,2.123521
5,3556,6,2024-10-02,57.454354,57.33917,0.115184,0.115184,0.013267,0.20048
5,3556,7,2024-10-03,57.268078,57.535136,-0.267057,0.267057,0.07132,0.466329
5,3556,8,2024-10-04,56.786099,57.045843,-0.259744,0.259744,0.067467,0.457407
5,3556,9,2024-10-05,54.933771,55.438273,-0.504502,0.504502,0.254522,0.918382
5,3556,10,2024-10-06,55.468001,55.201539,0.266461,0.266461,0.071001,0.480387
5,3556,11,2024-10-07,56.814868,57.007211,-0.192343,0.192343,0.036996,0.338544
5,3556,12,2024-10-08,57.242963,57.378809,-0.135846,0.135846,0.018454,0.237314
5,3556,13,2024-10-09,58.024623,57.460826,0.563798,0.563798,0.317868,0.971653
5,3556,14,2024-10-10,58.819757,57.673183,1.146574,1.146574,1.314632,1.949301
6,3570,1,2024-10-11,55.809802,57.197201,-1.387399,1.387399,1.924877,2.485942
6,3570,2,2024-10-12,56.255932,55.545973,0.709959,0.709959,0.504042,1.262016
6,3570,3,2024-10-13,54.165921,55.230408,-1.064486,1.064486,1.133131,1.965233
6,3570,4,2024-10-14,59.11157,57.192058,1.919512,1.919512,3.684528,3.24727
6,3570,5,2024-10-15,55.980599,57.639037,-1.658438,1.658438,2.750416,2.962522
6,3570,6,2024-10-16,57.79799,57.72149,0.0765,0.0765,0.005852,0.132357
6,3570,7,2024-10-17,57.61686,57.66456,-0.0477,0.0477,0.002275,0.082788
6,3570,8,2024-10-18,57.350357,57.319996,0.030361,0.030361,0.000922,0.05294
6,3570,9,2024-10-19,55.226035,55.58383,-0.357796,0.357796,0.128018,0.647875
6,3570,10,2024-10-20,54.426494,55.283364,-0.85687,0.85687,0.734226,1.574362
6,3570,11,2024-10-21,56.658728,57.221474,-0.562746,0.562746,0.316683,0.99322
6,3570,12,2024-10-22,57.630821,57.590147,0.040674,0.040674,0.001654,0.070577
6,3570,13,2024-10-23,56.382699,57.592892,-1.210193,1.210193,1.464567,2.146391
6,3570,14,2024-10-24,57.545272,57.702747,-0.157474,0.157474,0.024798,0.273653
7,3584,1,2024-10-25,55.967058,57.229417,-1.262359,1.262359,1.593551,2.25554
7,3584,2,2024-10-26,54.924299,55.655226,-0.730927,0.730927,0.534254,1.330789
7,3584,3,2024-10-27,56.138003,55.166301,0.971702,0.971702,0.944204,1.730916
