window_num,train_end_obs,horizon,fecha,actual,forecast_val,error,abs_error,sq_error,pct_error
1,3500,1,2024-08-02,61.15482,61.678109,-0.523288,0.523288,0.27383,0.855678
1,3500,2,2024-08-03,61.82435,61.935142,-0.110792,0.110792,0.012275,0.179205
1,3500,3,2024-08-04,60.634557,61.911246,-1.276688,1.276688,1.629933,2.105546
1,3500,4,2024-08-05,60.183244,61.268106,-1.084862,1.084862,1.176926,1.802599
1,3500,5,2024-08-06,60.135724,61.125541,-0.989817,0.989817,0.979737,1.645971
1,3500,6,2024-08-07,60.053961,61.376546,-1.322585,1.322585,1.749231,2.202327
1,3500,7,2024-08-08,60.676933,61.47809,-0.801157,0.801157,0.641852,1.320365
1,3500,8,2024-08-09,60.462126,61.648112,-1.185987,1.185987,1.406564,1.961536
1,3500,9,2024-08-10,60.864618,61.915564,-1.050946,1.050946,1.104488,1.726695
1,3500,10,2024-08-11,61.052696,61.864628,-0.811932,0.811932,0.659234,1.329888
1,3500,11,2024-08-12,60.65293,61.285123,-0.632193,0.632193,0.399668,1.042313
1,3500,12,2024-08-13,59.744155,61.164659,-1.420504,1.420504,2.017832,2.377645
1,3500,13,2024-08-14,60.221715,61.454598,-1.232884,1.232884,1.520002,2.047241
1,3500,14,2024-08-15,59.785802,61.545083,-1.759282,1.759282,3.095072,2.942641
2,3514,1,2024-08-16,59.517021,60.831195,-1.314174,1.314174,1.727053,2.208064
2,3514,2,2024-08-17,60.428585,61.072299,-0.643715,0.643715,0.414369,1.065249
2,3514,3,2024-08-18,60.4045,61.010865,-0.606365,0.606365,0.367679,1.003841
2,3514,4,2024-08-19,59.757233,60.556182,-0.798949,0.798949,0.63832,1.336992
2,3514,5,2024-08-20,59.640886,60.269707,-0.628821,0.628821,0.395415,1.054345
2,3514,6,2024-08-21,60.131582,60.319601,-0.188019,0.188019,0.035351,0.31268
2,3514,7,2024-08-22,60.033942,60.601408,-0.567467,0.567467,0.322018,0.945243
2,3514,8,2024-08-23,60.24291,60.888211,-0.6453,0.6453,0.416412,1.071164
2,3514,9,2024-08-24,60.615432,61.149903,-0.534471,0.534471,0.285659,0.881741
2,3514,10,2024-08-25,60.964326,61.112858,-0.148532,0.148532,0.022062,0.243638
2,3514,11,2024-08-26,59.911154,60.630088,-0.718935,0.718935,0.516867,1.200001
