Mode;K;Seed;Inertia
Original;4;42;7517.733781765463
Original;4;43;6948.355613035836
Original;4;44;6957.091549875407
Original;4;45;6838.34712232884
Original;4;46;7167.128062198062
Original;4;47;6736.228476003974
Original;4;48;7058.1666748317575
Original;4;49;7433.9593337952965
Original;4;50;6796.337527700937
Original;4;51;6935.9899970922725
