Station_ID;Cluster
1;1
2;1
3;2
4;2
5;0
6;1
8;1
10;2
11;1
12;2
13;0
14;2
16;0
17;3
18;3
19;0
20;0
24;3
25;1
26;2
27;0
28;1
29;3
30;0
31;2
47;3
48;0
50;2
54;0
55;3
86;3
