Station_ID;Cluster
1;1
2;1
3;3
4;1
5;0
6;1
8;1
10;3
11;1
12;3
13;2
14;3
16;0
17;2
18;2
19;0
20;0
24;2
25;1
26;3
27;0
28;3
29;2
30;2
31;0
47;2
48;0
50;1
54;0
55;2
86;2
