Station_ID;Cluster
1;0
2;0
3;2
4;2
5;2
6;0
8;2
10;2
11;0
12;2
13;1
14;2
16;1
17;1
18;1
19;1
20;2
24;1
25;2
26;2
27;1
28;2
29;1
30;1
31;2
47;1
48;2
50;2
54;1
55;1
86;1
