Station_ID;Cluster
1;0
2;0
3;0
4;0
5;3
6;0
8;0
10;0
11;0
12;0
13;2
14;0
16;1
17;2
18;2
19;1
20;3
24;1
25;0
26;0
27;3
28;0
29;1
30;1
31;1
47;2
48;3
50;0
54;3
55;1
86;2
