Station_ID;Cluster
1;0
2;0
3;2
4;0
5;2
6;0
8;0
10;0
11;0
12;0
13;2
14;0
16;2
17;2
18;2
19;2
20;2
24;1
25;0
26;0
27;2
28;0
29;1
30;2
31;0
47;1
48;2
50;0
54;2
55;1
86;1
