Station_ID;Cluster
1;1
2;1
3;0
4;2
5;1
6;1
8;1
10;1
11;1
12;1
13;0
14;1
16;1
17;0
18;0
19;2
20;1
24;0
25;2
26;2
27;1
28;1
29;0
30;1
31;2
47;0
48;1
50;1
54;2
55;0
86;1
