Station_ID;Cluster
1;2
2;2
3;0
4;2
5;2
6;2
8;2
10;1
11;2
12;2
13;1
14;2
16;1
17;0
18;2
19;2
20;2
24;2
25;2
26;2
27;2
28;1
29;1
30;1
31;2
47;0
48;2
50;1
54;2
55;0
86;2
