Station_ID;Cluster
1;0
2;2
3;0
4;0
5;2
6;2
8;2
10;2
11;1
12;2
13;0
14;0
16;2
17;0
18;0
19;0
20;0
24;0
25;1
26;1
27;0
28;2
29;0
30;2
31;1
47;1
48;2
50;2
54;2
55;0
86;0
