Station_ID;Cluster
1;2
2;0
3;2
4;1
5;1
6;0
8;1
10;0
11;1
12;1
13;2
14;2
16;0
17;2
18;2
19;2
20;2
24;2
25;1
26;1
27;2
28;0
29;1
30;1
31;1
47;2
48;0
50;1
54;1
55;2
86;2
