Mode;K;Seed;Inertia
Scaled;3;42;947.5255402754569
Scaled;3;43;977.4876381247316
Scaled;3;44;970.9993321755741
Scaled;3;45;977.6849473931863
Scaled;3;46;977.7142152120417
Scaled;3;47;964.6455907733293
Scaled;3;48;999.3939442955296
Scaled;3;49;938.8501541704269
Scaled;3;50;1006.6629834818574
Scaled;3;51;961.7703328329068
