Station_ID;Cluster
1;0
2;0
3;3
4;3
5;2
6;0
8;0
10;3
11;0
12;3
13;1
14;3
16;2
17;1
18;1
19;2
20;2
24;1
25;0
26;3
27;2
28;3
29;1
30;1
31;2
47;1
48;3
50;3
54;2
55;1
86;1
