Station_ID;Cluster
1;0
2;3
3;0
4;0
5;1
6;3
8;0
10;0
11;3
12;0
13;2
14;0
16;1
17;2
18;2
19;1
20;1
24;2
25;3
26;1
27;1
28;0
29;2
30;1
31;0
47;2
48;1
50;0
54;1
55;2
86;2
