Mode;K;Seed;Inertia
Original;4;42;7181.89976301901
Original;4;43;7219.94095988437
Original;4;44;7360.953151021206
Original;4;45;7389.166487607295
Original;4;46;7768.617323235709
Original;4;47;7556.251002054598
Original;4;48;7477.976348672424
Original;4;49;7785.740251005745
Original;4;50;7569.666614959943
Original;4;51;7747.971087107487
