Station_ID;Cluster
1;3
2;3
3;2
4;3
5;1
6;3
8;3
10;2
11;3
12;2
13;0
14;2
16;1
17;0
18;0
19;1
20;1
24;0
25;3
26;1
27;1
28;2
29;0
30;0
31;0
47;0
48;1
50;3
54;1
55;0
86;0
