Station_ID;Cluster
1;0
2;1
3;2
4;0
5;2
6;1
8;1
10;2
11;1
12;1
13;2
14;2
16;2
17;2
18;2
19;0
20;2
24;2
25;2
26;2
27;2
28;0
29;2
30;2
31;2
47;2
48;2
50;2
54;2
55;2
86;2
