Station_ID;Cluster
1;0
2;0
3;1
4;0
5;1
6;0
8;0
10;0
11;0
12;0
13;3
14;0
16;1
17;3
18;3
19;1
20;1
24;2
25;0
26;1
27;1
28;0
29;3
30;1
31;0
47;3
48;1
50;0
54;1
55;3
86;3
