Station_ID;Cluster
1;1
2;2
3;0
4;1
5;2
6;1
8;1
10;1
11;2
12;2
13;2
14;0
16;2
17;0
18;0
19;2
20;2
24;2
25;2
26;2
27;2
28;1
29;2
30;2
31;2
47;2
48;1
50;2
54;2
55;0
86;1
