Station_ID;Cluster
1;3
2;3
3;0
5;4
6;3
8;3
10;0
11;3
12;0
13;4
14;0
16;4
17;2
18;4
19;4
20;4
24;1
25;3
26;0
27;4
28;3
29;2
30;4
31;0
47;2
48;4
50;3
54;4
55;2
86;2
