Station_ID;Cluster
1;2
2;2
3;1
5;0
6;2
8;2
10;1
11;2
12;1
13;3
14;2
16;0
17;3
18;3
19;0
20;0
24;4
25;2
26;2
27;0
28;1
29;3
30;0
31;0
47;3
48;1
50;2
54;0
55;3
86;3
