Station_ID;Cluster
1;0
2;0
3;2
5;1
6;0
8;0
10;2
11;0
12;2
13;3
14;2
16;1
17;3
18;3
19;1
20;1
24;4
25;0
26;2
27;1
28;2
29;3
30;1
31;1
47;3
48;2
50;2
54;1
55;3
86;3
