Station_ID;Cluster
1;4
2;2
3;0
5;0
6;2
8;4
10;4
11;2
12;4
13;0
14;4
16;0
17;1
18;1
19;0
20;0
24;3
25;2
26;0
27;0
28;4
29;1
30;0
31;0
47;1
48;0
50;4
54;0
55;1
86;1
