Station_ID;Cluster
1;2
2;2
3;0
5;4
6;2
8;2
10;0
11;2
12;0
13;4
14;2
16;0
17;1
18;1
19;4
20;4
24;3
25;2
26;0
27;0
28;2
29;1
30;4
31;4
47;1
48;0
50;2
54;4
55;1
86;1
