Station_ID;Cluster
1;3
2;1
3;2
5;2
6;1
8;3
10;3
11;1
12;3
13;0
14;3
16;2
17;0
18;0
19;2
20;2
24;4
25;3
26;2
27;2
28;3
29;0
30;2
31;3
47;0
48;2
50;3
54;2
55;0
86;0
