Station_ID;Cluster
1;1
2;1
3;2
5;0
6;1
8;1
10;2
11;1
12;2
13;4
14;1
16;2
17;4
18;4
19;0
20;0
24;3
25;1
26;2
27;2
28;2
29;4
30;0
31;0
47;4
48;2
50;1
54;0
55;4
86;4
