Station_ID;Cluster
1;0
2;0
3;2
5;2
6;0
8;0
10;2
11;0
12;2
13;1
14;2
16;2
17;1
18;1
19;2
20;2
24;1
25;0
26;2
27;2
28;2
29;1
30;1
31;1
47;1
48;2
50;0
54;2
55;1
86;1
